日期,編號,項目,狀態,負責人,備註,單位,客戶,耗時分鐘,金額
2026/6/21,L260561,其他,,OP-120,,資材,順發,152,64.08
7月23日,L265150,B 類,待處理,OP-128,待確認,製造,大宏,108,56.24
0618,L263449,C 類,已結案,OP-110,,資材,永利,184,0.97
2026/6/29,L260475,A 類,不合格,OP-103,,研發,永利,201,28.68
7月29日,L260551,B 類,已結案,OP-111,,營運,大宏,231,79.34
0612,L268236,其他,,OP-125,,製造,捷欣,3,83.87
2026/7/30,L269866,其他,已結案,OP-104,,製造,永利,161,29.63
2026/6/12,L260636,B 類,已結案,OP-131,,營運,大宏,173,55.45
2026/7/3,L264916,A 類,,OP-105,待確認,品保,力鋼,79,81.38
6月19日,L267227,C 類,,OP-131,,資材,捷欣,49,41.5
2026/6/21,L266821,B 類,待處理,OP-108,,營運,永利,61,83.67
7月10日,L260749,C 類,不合格,OP-121,待確認,營運,大宏,169,52.97
7月9日,L260259,C 類,,OP-109,,研發,東昇,97,41.41
2026/6/23,L260071,其他,不合格,OP-120,已回報,資材,永利,41,34.09
6月10日,L266785,C 類,合格,OP-112,,研發,東昇,77,72.47
6月13日,L262487,其他,,OP-109,待確認,製造,大宏,42,43.38
2026/7/16,L263178,C 類,合格,OP-106,,研發,捷欣,145,88.65
2026/7/26,L262658,A 類,合格,OP-128,待確認,製造,順發,99,94.2
2026/7/16,L263233,A 類,已結案,OP-107,待確認,研發,大宏,57,33.13
0715,L269576,C 類,,OP-136,已回報,品保,捷欣,29,33.91
7月14日,L267653,C 類,,OP-129,已回報,研發,永利,64,74.85
7月8日,L268415,其他,合格,OP-144,待確認,研發,捷欣,59,45.84
0616,L263489,B 類,待處理,OP-113,,品保,永利,102,33.56
7月10日,L265174,A 類,待處理,OP-102,待確認,營運,永利,233,42.45
7月2日,L264974,其他,待處理,OP-118,待確認,品保,大宏,150,21.22
6月2日,L260891,其他,,OP-146,已回報,資材,順發,213,19.53
2026/7/29,L261615,A 類,合格,OP-102,待確認,營運,順發,117,1.0
2026/6/28,L262881,C 類,已結案,OP-140,待確認,資材,東昇,144,25.64
7月1日,L262486,A 類,,OP-103,待確認,營運,捷欣,228,73.47
2026/7/30,L263118,B 類,合格,OP-146,,製造,捷欣,138,21.34
2026/6/2,L269922,A 類,已結案,OP-116,待確認,研發,大宏,124,89.18
0609,L265561,其他,待處理,OP-122,已回報,研發,大宏,70,45.61
0601,L261195,B 類,,OP-110,,研發,力鋼,181,95.46
6月29日,L260087,C 類,已結案,OP-101,待確認,品保,大宏,240,6.91
2026/6/26,L268643,A 類,已結案,OP-138,,製造,捷欣,170,56.29
0603,L261682,C 類,已結案,OP-132,已回報,研發,捷欣,117,92.98
0708,L265075,B 類,,OP-147,待確認,資材,大宏,64,81.12
0723,L263540,其他,,OP-122,已回報,研發,永利,31,80.46
6月21日,L265985,B 類,不合格,OP-110,,製造,力鋼,230,57.71
0601,L268918,A 類,不合格,OP-129,已回報,研發,力鋼,11,79.32
6月26日,L264531,C 類,已結案,OP-135,已回報,製造,順發,218,15.7
7月6日,L265143,C 類,合格,OP-102,,營運,力鋼,125,19.72
2026/6/27,L263512,A 類,已結案,OP-129,,研發,東昇,65,5.29
2026/7/25,L269457,其他,合格,OP-103,,研發,大宏,129,26.42
6月20日,L264725,A 類,合格,OP-130,,研發,大宏,58,31.41
2026/7/3,L264789,C 類,,OP-143,,營運,捷欣,103,43.04
0619,L265315,B 類,不合格,OP-131,已回報,品保,捷欣,203,41.56
0629,L269127,C 類,不合格,OP-114,已回報,研發,力鋼,182,26.89
2026/6/16,L264095,A 類,,OP-131,,營運,順發,39,11.3
2026/7/5,L260396,其他,合格,OP-110,,資材,永利,111,52.62
6月16日,L269685,A 類,不合格,OP-137,,製造,力鋼,177,73.16
7月29日,L261419,其他,,OP-108,,資材,東昇,238,21.97
0721,L265839,A 類,,OP-108,,營運,力鋼,34,66.17
2026/6/2,L262750,C 類,合格,OP-114,待確認,製造,永利,46,44.47
0624,L264718,A 類,合格,OP-145,待確認,研發,東昇,129,49.83
7月8日,L269577,其他,不合格,OP-124,待確認,資材,力鋼,86,40.57
0610,L263755,C 類,不合格,OP-146,已回報,資材,捷欣,13,10.2
7月26日,L266787,A 類,,OP-144,待確認,品保,捷欣,233,17.46
0613,L266097,C 類,,OP-146,已回報,品保,捷欣,47,37.14
2026/6/28,L268611,C 類,,OP-128,,營運,永利,11,79.34
2026/7/21,L263449,C 類,,OP-107,,營運,捷欣,204,54.94
2026/7/29,L267525,C 類,合格,OP-127,待確認,研發,永利,83,41.36
2026/7/18,L261471,A 類,,OP-133,,營運,永利,171,10.57
0603,L264995,A 類,已結案,OP-147,,資材,大宏,24,86.67
2026/6/27,L262638,其他,合格,OP-126,,品保,大宏,143,71.69
2026/7/27,L264549,C 類,合格,OP-132,,製造,順發,155,8.13
7月22日,L265239,其他,待處理,OP-129,,營運,順發,169,60.17
0630,L262547,B 類,待處理,OP-109,,製造,捷欣,228,2.75
0707,L264126,C 類,已結案,OP-134,,品保,順發,123,17.11
2026/7/12,L265934,其他,待處理,OP-127,,研發,順發,77,18.55
2026/6/22,L265369,B 類,合格,OP-105,,品保,永利,34,52.09
0611,L268226,B 類,合格,OP-125,已回報,營運,順發,8,84.62
2026/6/8,L265456,B 類,合格,OP-142,待確認,資材,永利,198,68.7
